lakeid,year4,sampledate,depth_range_m,rep,tri_chl_spec,mono_chl_spec,phaeo_spec,uncorrect_chl_fluor,correct_chl_fluor,phaeo_fluor,flag_spec,flag_fluor
FI,1999,1/28/1999,10,1,,,,1,,,,C
FI,1999,1/28/1999,12,1,,,,1.1,,,,C
FI,1999,1/28/1999,0-2,1,5.4,5,0.4,5.9,,,H,C
ME,1999,2/22/1999,0-2,1,3.6,2.7,1.4,3,,,H,C
ME,1999,2/22/1999,0-8,1,4.5,4.3,0.2,3.4,,,H,C
MO,1999,2/23/1999,0-2,1,4.9,4.8,-0.1,3,,,H,C
MO,1999,2/23/1999,0-8,1,5.4,4.5,1.3,4.1,,,H,C
WI,1999,2/24/1999,0-2,1,19.8,17.4,2.9,13.4,,,H,C
FI,1999,2/25/1999,1,1,,,,3,,,,C
FI,1999,2/25/1999,2,1,,,,2.6,,,,C
FI,1999,2/25/1999,4,1,,,,2.8,,,,C
FI,1999,2/25/1999,6,1,,,,2.9,,,,C
FI,1999,2/25/1999,8,1,,,,2.2,,,,C
FI,1999,2/25/1999,10,1,,,,2.3,,,,C
FI,1999,2/25/1999,12,1,,,,1.4,,,,C
FI,1999,2/25/1999,0-2,1,3,2.2,1.2,8.1,,,H,C
ME,1999,3/29/1999,0-2,1,15,11.1,5.7,10.9,,,H,C
ME,1999,3/29/1999,0-8,1,,,,9,,,,C
MO,1999,3/29/1999,0-2,1,15.2,12.1,4.2,11.5,,,H,C
MO,1999,3/29/1999,0-8,1,13.3,11.1,2.8,12.2,,,H,C
FI,1999,3/30/1999,0-2,1,,,,6.8,,,,C
WI,1999,3/30/1999,0-2,1,17.8,15.1,3.6,11,,,H,C
ME,1999,4/12/1999,0-2,1,3.6,3.2,0.5,3.1,,,H,C
ME,1999,4/12/1999,0-8,1,4.2,3.3,1.2,3.3,,,H,C
MO,1999,4/12/1999,0-2,1,7.8,5,4.5,6.3,,,H,C
MO,1999,4/12/1999,0-8,1,7.7,4.2,5.4,7,,,H,C
FI,1999,4/13/1999,0-2,1,6.9,6.2,0.8,6.7,,,H,C
WI,1999,4/13/1999,0-2,1,26.6,20.4,9,15.4,,,H,C
ME,1999,4/26/1999,0-2,1,0.7,0.6,0.1,0.7,,,H,C
ME,1999,4/26/1999,0-8,1,0.7,0.5,0.3,0.6,,,H,C
MO,1999,4/26/1999,0-2,1,0.4,0.2,0.3,0.3,,,H,C
MO,1999,4/26/1999,0-8,1,0.4,0.3,0.3,0.3,,,H,C
FI,1999,4/27/1999,0-2,1,5.9,4.7,1.6,6.1,,,H,C
WI,1999,4/28/1999,0-2,1,3.7,1.1,4.3,13.4,,,H,C
ME,1999,5/10/1999,0,1,,,,1.7,,,,C
ME,1999,5/10/1999,2,1,,,,2.1,,,,C
ME,1999,5/10/1999,4,1,,,,2.2,,,,C
ME,1999,5/10/1999,6,1,,,,2.6,,,,C
ME,1999,5/10/1999,8,1,,,,2,,,,C
ME,1999,5/10/1999,10,1,,,,1.5,,,,C
ME,1999,5/10/1999,12,1,,,,1.7,,,,C
ME,1999,5/10/1999,0-2,1,2.6,2.3,0.4,2.4,,,H,C
ME,1999,5/10/1999,0-8,1,1.8,1.5,0.4,2.4,,,H,C
MO,1999,5/10/1999,0,1,,,,0.8,,,,C
MO,1999,5/10/1999,2,1,,,,1.4,,,,C
MO,1999,5/10/1999,4,1,,,,1.8,,,,C
MO,1999,5/10/1999,6,1,,,,2.6,,,,C
MO,1999,5/10/1999,8,1,,,,1.7,,,,C
MO,1999,5/10/1999,10,1,,,,1.3,,,,C
MO,1999,5/10/1999,12,1,,,,1.2,,,,C
MO,1999,5/10/1999,0-2,1,1.9,1.6,0.4,1.7,,,H,C
MO,1999,5/10/1999,0-8,1,1.7,1.4,0.4,1.6,,,H,C
FI,1999,5/11/1999,0,1,,,,7.7,,,,C
FI,1999,5/11/1999,2,1,,,,10.9,,,,C
FI,1999,5/11/1999,4,1,,,,11.3,,,,C
FI,1999,5/11/1999,6,1,,,,17.7,,,,C
FI,1999,5/11/1999,8,1,,,,5.9,,,,C
FI,1999,5/11/1999,10,1,,,,5.8,,,,C
FI,1999,5/11/1999,12,1,,,,4.3,,,,C
FI,1999,5/11/1999,0-2,1,8.9,8,1,10.9,,,H,C
WI,1999,5/11/1999,0,1,,,,3.8,,,,C
WI,1999,5/11/1999,1,1,,,,5.3,,,,C
WI,1999,5/11/1999,0-2,1,3.6,3,0.9,5,,,H,C
FI,1999,5/24/1999,0-2,1,6.3,5.7,0.6,4.3,,,H,C
WI,1999,5/24/1999,0-2,1,7.7,5.3,3.7,11,,,H,C
ME,1999,5/26/1999,0-2,1,2.4,1.5,1.5,2.1,,,H,C
ME,1999,5/26/1999,0-8,1,2.5,1.6,1.3,2,,,H,C
MO,1999,5/26/1999,0-2,1,1.4,1.2,0.2,1.4,,,H,C
MO,1999,5/26/1999,0-8,1,1.8,1.4,0.7,1.9,,,H,C
ME,1999,6/7/1999,0,1,,,,2.2,,,,C
ME,1999,6/7/1999,2,1,,,,1.6,,,,C
ME,1999,6/7/1999,4,1,,,,2.2,,,,C
ME,1999,6/7/1999,6,1,,,,2.1,,,,C
ME,1999,6/7/1999,8,1,,,,2.4,,,,C
ME,1999,6/7/1999,10,1,,,,1.4,,,,C
ME,1999,6/7/1999,12,1,,,,1.3,,,,C
ME,1999,6/7/1999,0-2,1,1.7,1.5,0.3,1.9,,,H,C
ME,1999,6/7/1999,0-8,1,1.8,0.5,2,1.8,,,H,C
MO,1999,6/8/1999,0,1,,,,2.7,,,,C
MO,1999,6/8/1999,2,1,,,,2.4,,,,C
MO,1999,6/8/1999,4,1,,,,2.9,,,,C
MO,1999,6/8/1999,6,1,,,,2.8,,,,C
MO,1999,6/8/1999,8,1,,,,2.3,,,,C
MO,1999,6/8/1999,10,1,,,,2.7,,,,C
MO,1999,6/8/1999,12,1,,,,0.8,,,,C
MO,1999,6/8/1999,0-2,1,2,1.3,1,1.9,,,H,C
MO,1999,6/8/1999,0-8,1,2.7,1.5,1.9,2.8,,,H,C
WI,1999,6/8/1999,0,1,,,,26.7,,,,C
WI,1999,6/8/1999,1,1,,,,28.6,,,,C
WI,1999,6/8/1999,2,1,,,,32.6,,,,C
WI,1999,6/8/1999,0-2,1,15.6,9.9,9,29.7,,,H,C
FI,1999,6/9/1999,0,1,,,,12.9,,,,C
FI,1999,6/9/1999,2,1,,,,11.9,,,,C
FI,1999,6/9/1999,3,1,,,,41.5,,,,C
FI,1999,6/9/1999,4,1,,,,23,,,,C
FI,1999,6/9/1999,5,1,,,,14.4,,,,C
FI,1999,6/9/1999,6,1,,,,6.6,,,,C
FI,1999,6/9/1999,7,1,,,,5.5,,,,C
FI,1999,6/9/1999,8,1,,,,6.4,,,,C
FI,1999,6/9/1999,9,1,,,,3.9,,,,C
FI,1999,6/9/1999,10,1,,,,2.7,,,,C
FI,1999,6/9/1999,11,1,,,,1.5,,,,C
FI,1999,6/9/1999,12,1,,,,1.2,,,,C
FI,1999,6/9/1999,0-2,1,11.5,10.8,0.5,14.4,,,H,C
ME,1999,6/21/1999,0-2,1,7.5,6.9,0.5,8.4,,,H,C
ME,1999,6/21/1999,0-8,1,7.7,6,2.5,10.3,,,H,C
MO,1999,6/21/1999,0-2,1,8.9,5.9,4.6,13.1,,,H,C
MO,1999,6/21/1999,0-8,1,4.9,4.3,0.7,7,,,H,C
FI,1999,6/22/1999,0-2,1,8.5,5.7,4.1,13.5,,,H,C
WI,1999,6/22/1999,0-2,1,8.5,3.5,8.2,17.4,,,H,C
ME,1999,7/6/1999,0,1,,,,25.2,,,,C
ME,1999,7/6/1999,2,1,,,,28.4,,,,C
ME,1999,7/6/1999,4,1,,,,25.1,,,,C
ME,1999,7/6/1999,6,1,,,,18.8,,,,C
ME,1999,7/6/1999,8,1,,,,15.4,,,,C
ME,1999,7/6/1999,10,1,,,,8.1,,,,C
ME,1999,7/6/1999,12,1,,,,5.4,,,,C
ME,1999,7/6/1999,0-2,1,15.9,14.5,1.5,21,,,H,C
ME,1999,7/6/1999,0-8,1,15.2,9.4,8.8,21,,,H,C
MO,1999,7/7/1999,0,1,,,,22.7,,,,C
MO,1999,7/7/1999,2,1,,,,27.9,,,,C
MO,1999,7/7/1999,4,1,,,,19.2,19,0.5,,D
MO,1999,7/7/1999,6,1,,,,20.7,20.3,0.8,,D
MO,1999,7/7/1999,8,1,,,,9.1,,,,C
MO,1999,7/7/1999,10,1,,,,6.6,,,,C
MO,1999,7/7/1999,12,1,,,,2.6,,,,C
MO,1999,7/7/1999,0-2,1,16.5,14.6,2.1,18.2,17.9,0.6,H,D
MO,1999,7/7/1999,0-8,1,14.5,13.1,1.4,18,17.5,1.1,H,D
FI,1999,7/9/1999,0,1,,,,26.4,,,,C
FI,1999,7/9/1999,2,1,,,,18.2,15.8,4.9,,D
FI,1999,7/9/1999,3,1,,,,20.4,18.8,3.6,,D
FI,1999,7/9/1999,4,1,,,,23.8,22.5,2.7,,D
FI,1999,7/9/1999,5,1,,,,32.3,30.8,3.2,,D
FI,1999,7/9/1999,6,1,,,,11,8.2,5.9,,D
FI,1999,7/9/1999,7,1,,,,5.3,4.3,2.1,,D
FI,1999,7/9/1999,8,1,,,,4,3,2.3,,D
FI,1999,7/9/1999,9,1,,,,3,,,,C
FI,1999,7/9/1999,10,1,,,,3.4,,,,C
FI,1999,7/9/1999,11,1,,,,2.2,1.5,1.3,,D
FI,1999,7/9/1999,12,1,,,,2.4,1.6,1.7,,D
FI,1999,7/9/1999,0-2,1,18.1,17.4,-0.1,,,,H,
WI,1999,7/9/1999,0,1,,,,47.7,,,,C
WI,1999,7/9/1999,1,1,,,,44.9,,,,C
WI,1999,7/9/1999,2,1,,,,51.1,,,,C
WI,1999,7/9/1999,0-2,1,28.1,23.1,7.1,38.8,,,H,C
ME,1999,7/19/1999,0-2,1,23,17.9,7.2,28,,,H,C
ME,1999,7/19/1999,0-8,1,22.2,19.6,2.8,32.3,,,H,C
MO,1999,7/19/1999,0-2,1,109.4,97.5,12.6,142.6,,,H,C
MO,1999,7/19/1999,0-8,1,53.3,50.5,1.1,55.1,,,H,C
WI,1999,7/19/1999,0-2,1,17.6,13.4,6.2,46.2,,,H,C
FI,1999,7/20/1999,0-2,1,21.6,20,1.3,28.6,,,H,C
ME,1999,8/2/1999,0,1,,,,22.6,21.9,1.5,,D
ME,1999,8/2/1999,2,1,,,,17.3,16.4,1.9,,D
ME,1999,8/2/1999,4,1,,,,22.7,22.2,1.2,,D
ME,1999,8/2/1999,6,1,,,,21.6,19.8,3.8,,D
ME,1999,8/2/1999,8,1,,,,23.6,23.1,1.2,,D
ME,1999,8/2/1999,10,1,,,,3.6,2.9,1.4,,D
ME,1999,8/2/1999,12,1,,,,2.7,2.2,1.1,,D
ME,1999,8/2/1999,0-2,1,15,13.1,2.2,17.9,16.8,2.3,H,D
ME,1999,8/2/1999,0-8,1,17.7,14.4,4.5,21.6,19.9,3.5,H,D
MO,1999,8/2/1999,0,1,,,,20.5,20.1,0.8,,D
MO,1999,8/2/1999,2,1,,,,17.5,16.9,1.3,,D
MO,1999,8/2/1999,4,1,,,,22.2,21.9,0.7,,D
MO,1999,8/2/1999,6,1,,,,22,21.5,1.1,,D
MO,1999,8/2/1999,8,1,,,,7.1,6,2.4,,D
MO,1999,8/2/1999,10,1,,,,4.8,3.6,2.6,,D
MO,1999,8/2/1999,12,1,,,,3.2,2.5,1.5,,D
MO,1999,8/2/1999,0-2,1,16.1,15,0.9,18.1,17.6,1,H,D
MO,1999,8/2/1999,0-8,1,14.8,13.6,1,18.6,17.8,1.8,H,D
FI,1999,8/3/1999,0,1,,,,12.5,10.8,3.5,,D
FI,1999,8/3/1999,2,1,,,,12,10.2,3.9,,D
FI,1999,8/3/1999,3,1,,,,10.7,8.6,4.5,,D
FI,1999,8/3/1999,4,1,,,,28.9,27.7,2.6,,D
FI,1999,8/3/1999,5,1,,,,24.6,21.1,7.5,,D
FI,1999,8/3/1999,6,1,,,,6.8,5.1,3.6,,D
FI,1999,8/3/1999,7,1,,,,3.2,2,2.5,,D
FI,1999,8/3/1999,8,1,,,,3.3,2.6,1.5,,D
FI,1999,8/3/1999,9,1,,,,2.3,1.6,1.3,,D
FI,1999,8/3/1999,10,1,,,,3.2,2.3,1.8,,D
FI,1999,8/3/1999,11,1,,,,3.5,2.4,2.2,,D
FI,1999,8/3/1999,12,1,,,,3.9,2.7,2.7,,D
FI,1999,8/3/1999,0-2,1,8.8,8,0.8,12.1,10.3,3.9,H,D
WI,1999,8/3/1999,0,1,,,,30.4,27.1,7,,D
WI,1999,8/3/1999,1,1,,,,28.5,24.4,8.6,,D
WI,1999,8/3/1999,2,1,,,,29.4,26.1,7,,D
WI,1999,8/3/1999,0-2,1,23,19.7,4.2,30.7,28.1,5.5,H,D
ME,1999,8/16/1999,0-2,1,15,14.6,-0.3,19.3,,,H,C
ME,1999,8/16/1999,0-8,1,14.4,13.4,0.8,17.5,,,H,C
MO,1999,8/17/1999,0-2,1,19.8,17.1,3.3,28.1,,,H,C
MO,1999,8/17/1999,0-8,1,15.9,11.2,7.1,27.8,,,H,C
WI,1999,8/17/1999,0-2,1,33.5,22.4,16.5,36.3,,,H,C
FI,1999,8/18/1999,0-2,1,16.9,13.1,5.4,23.5,,,H,C
ME,1999,8/30/1999,0,1,,,,15.6,14.5,2.2,,D
ME,1999,8/30/1999,2,1,,,,15.5,,,,C
ME,1999,8/30/1999,4,1,,,,14.4,13.3,2.4,,D
ME,1999,8/30/1999,6,1,,,,16.3,15.3,2.3,,D
ME,1999,8/30/1999,8,1,,,,17.5,16.5,2.1,,D
ME,1999,8/30/1999,10,1,,,,13.1,11,4.3,,D
ME,1999,8/30/1999,12,1,,,,5.3,4.6,1.3,,D
ME,1999,8/30/1999,0-2,1,11.9,10.2,2,12.5,11,3.2,H,D
ME,1999,8/30/1999,0-8,1,12.8,10.8,2.4,16.4,16,0.9,H,D
MO,1999,8/30/1999,0,1,,,,26.7,24.9,3.9,,D
MO,1999,8/30/1999,2,1,,,,28,26,4.2,,D
MO,1999,8/30/1999,4,1,,,,28.1,26.2,4.1,,D
MO,1999,8/30/1999,6,1,,,,28.1,25.5,5.5,,D
MO,1999,8/30/1999,8,1,,,,22.5,21.8,1.4,,D
MO,1999,8/30/1999,10,1,,,,6.4,,,,C
MO,1999,8/30/1999,12,1,,,,3.4,2.8,1.2,,D
MO,1999,8/30/1999,0-2,1,19.2,16.9,2.6,26.8,24.3,5.4,H,D
MO,1999,8/30/1999,0-8,1,21.5,11.9,14.8,27,26.4,1.3,H,D
FI,1999,8/31/1999,0,1,,,,19,18.9,0.1,,D
FI,1999,8/31/1999,2,1,,,,21.7,,,,C
FI,1999,8/31/1999,3,1,,,,24.1,23.9,0.4,,D
FI,1999,8/31/1999,4,1,,,,23.1,22.4,1.6,,D
FI,1999,8/31/1999,5,1,,,,9.8,,,,C
FI,1999,8/31/1999,6,1,,,,7.1,,,,DE
FI,1999,8/31/1999,7,1,,,,9.1,,,,DE
FI,1999,8/31/1999,8,1,,,,4.7,,,,DE
FI,1999,8/31/1999,9,1,,,,2.9,,,,DE
FI,1999,8/31/1999,10,1,,,,2.2,,,,DE
FI,1999,8/31/1999,11,1,,,,5.3,,,,DE
FI,1999,8/31/1999,12,1,,,,3.1,,,,DE
FI,1999,8/31/1999,0-2,1,17.9,17,0.3,15.3,13.7,3.5,H,D
WI,1999,8/31/1999,0,1,,,,24.1,23.4,1.4,,D
WI,1999,8/31/1999,1,1,,,,22.1,,,,C
WI,1999,8/31/1999,2,1,,,,23.1,21.2,4,,D
WI,1999,8/31/1999,0-2,1,21.7,19,3.4,25,24.2,1.7,H,D
ME,1999,9/27/1999,0-2,1,15.6,14.2,1.4,14.1,12.3,3.7,H,D
ME,1999,9/27/1999,0-2,2,,,,13.5,,,,C
ME,1999,9/27/1999,0-8,1,16,14.4,1.7,15.4,,,H,C
MO,1999,9/27/1999,0-2,1,31.2,26.2,6.5,41.6,,,H,C
MO,1999,9/27/1999,0-2,2,,,,41.3,,,,C
MO,1999,9/27/1999,0-8,1,26.3,24.8,0.8,32.9,29.7,6.8,H,D
FI,1999,9/28/1999,0,1,,,,6.9,,,,C
FI,1999,9/28/1999,2,1,,,,8,,,,C
FI,1999,9/28/1999,4,1,,,,8.1,,,,C
FI,1999,9/28/1999,6,1,,,,6.2,,,,C
FI,1999,9/28/1999,8,1,,,,3.3,,,,C
FI,1999,9/28/1999,10,1,,,,7.5,,,,C
FI,1999,9/28/1999,12,1,,,,3.5,,,,DE
FI,1999,9/28/1999,0-2,1,4.8,4.6,0.1,9.1,,,H,C
FI,1999,9/28/1999,0-2,2,,,,7.1,,,,C
WI,1999,9/28/1999,0-2,1,,,,30.5,,,,C
WI,1999,9/28/1999,0-2,2,,,,27.6,,,,C
FI,1999,10/25/1999,0-2,1,7.8,7,0.9,8.1,5.9,4.6,H,D
FI,1999,10/25/1999,0-2,2,,,,8.7,6.7,4.3,,D
WI,1999,10/25/1999,0-2,1,11.5,10.7,0.5,14.3,13,2.9,H,D
WI,1999,10/25/1999,0-2,2,,,,14.2,13.1,2.3,,D
ME,1999,10/26/1999,0-2,1,13.8,12.1,2,9.3,7.7,3.3,H,D
ME,1999,10/26/1999,0-2,2,,,,12.6,11.1,3.2,,D
ME,1999,10/26/1999,0-8,1,10.6,8.6,2.7,8.5,7.1,2.9,H,D
MO,1999,10/26/1999,0-2,1,16,13.9,2.5,12.6,11.4,2.7,H,D
MO,1999,10/26/1999,0-2,2,,,,11.8,10.7,2.4,,D
MO,1999,10/26/1999,0-8,1,11.9,10.2,2.2,9.8,8.6,2.5,H,D
ME,1999,11/22/1999,0-2,1,4.7,4,0.9,5.1,4.4,1.5,H,D
ME,1999,11/22/1999,0-2,2,5,4.1,1.1,,,,H,
ME,1999,11/22/1999,0-8,1,4,3.1,1.3,4.6,3.9,1.5,H,D
MO,1999,11/22/1999,0-2,1,11.9,10,2.4,13.6,12,3.4,H,D
MO,1999,11/22/1999,0-2,2,14.6,11,5.3,14,12.5,3.2,H,D
MO,1999,11/22/1999,0-8,1,16.3,13.1,4.3,14.1,11.9,4.7,H,D
FI,1999,11/29/1999,0-2,1,8.8,7.5,1.8,9.9,8.8,2.4,H,D
FI,1999,11/29/1999,0-2,2,8.9,7.2,2.4,9.8,8.7,2.3,H,D
WI,1999,11/29/1999,0-2,1,10.4,8,3.4,11.4,9.9,3.1,H,D
WI,1999,11/29/1999,0-2,2,10.6,8.7,2.5,10.5,9.3,2.6,H,D
ME,2000,1/24/2000,0-2,1,9.3,8.3,1.1,7.6,6.9,1.4,H,D
ME,2000,1/24/2000,0-2,2,8.9,8,0.8,8.7,7.9,1.6,H,D
ME,2000,1/24/2000,0-8,1,7.2,6.4,0.9,6,5.4,1.3,H,D
MO,2000,1/25/2000,0-2,1,4.8,4.1,0.9,4.8,4.2,1.2,H,D
MO,2000,1/25/2000,0-2,2,4.8,4.2,0.7,5.2,4.7,0.9,H,D
MO,2000,1/25/2000,0-8,1,3.3,2.9,0.5,3.2,2.7,1,H,D
WI,2000,1/26/2000,0-2,1,24.5,21,4.3,19.3,16.7,5.5,H,D
WI,2000,1/26/2000,0-2,2,20,16.9,4,21.5,18.6,6.2,H,D
FI,2000,1/27/2000,0-2,1,6.6,4.3,3.4,6.7,6.1,1.2,H,D
FI,2000,1/27/2000,0-2,2,6.7,5,2.5,7.2,6.7,1.2,H,D
WI,2000,2/24/2000,0-2,1,9.4,6.7,4.2,9.6,7.5,4.5,H,D
WI,2000,2/24/2000,0-2,2,10.7,7.1,5.5,9.3,6.8,5.5,H,D
ME,2000,2/28/2000,0-2,1,3.3,2.6,0.8,3.3,2.7,1.2,H,D
ME,2000,2/28/2000,0-2,2,3,2.5,0.6,3.4,2.8,1.2,H,D
ME,2000,2/28/2000,0-8,1,3.6,3,0.9,3.4,2.8,1.3,H,D
ME,2000,3/13/2000,0-2,1,4.6,3.6,1.4,3.5,2.9,1.3,H,D
ME,2000,3/13/2000,0-2,2,5,3.9,1.5,3.7,2.9,1.8,H,D
ME,2000,3/13/2000,0-8,1,5.3,3.9,2.1,3.7,3,1.6,H,D
MO,2000,3/13/2000,0-2,1,17.8,15.4,3,11.9,10.1,3.8,H,D
MO,2000,3/13/2000,0-2,2,17.3,14,4.4,12,10.3,3.5,H,D
MO,2000,3/13/2000,0-8,1,16.9,13.9,4,12,10.3,3.6,H,D
FI,2000,3/16/2000,0-2,1,5.3,4.3,1.3,5,4,2.1,H,D
FI,2000,3/16/2000,0-2,2,5.6,4.4,1.7,4.3,3.4,1.7,H,D
WI,2000,3/16/2000,0-2,1,10.7,8.2,3.5,10.8,9.1,3.7,H,D
WI,2000,3/16/2000,0-2,2,11.6,9.5,2.8,9.9,8.3,3.4,H,D
WI,2000,3/27/2000,0-2,1,11.5,9.3,3,10.4,8.5,4,H,D
WI,2000,3/27/2000,0-2,2,12.7,9.9,4,10,8.2,3.8,H,D
ME,2000,3/29/2000,0-2,1,16.1,13.2,3.9,13.3,11.8,3.1,H,D
ME,2000,3/29/2000,0-2,2,14.7,12.2,3.3,14.2,12.5,3.6,H,D
ME,2000,3/29/2000,0-8,1,16.4,12.1,6.3,13.1,11.4,3.6,H,D
MO,2000,3/29/2000,0-2,1,14.9,11,5.7,14.3,12.2,4.4,H,D
MO,2000,3/29/2000,0-2,2,18.5,11.4,10.8,17.9,14.7,6.7,H,D
MO,2000,3/29/2000,0-8,1,18.5,9.1,14.9,14.7,11.9,6,H,D
FI,2000,3/30/2000,0-2,1,7.4,6.2,1.6,7.6,6.5,2.4,H,D
FI,2000,3/30/2000,0-2,2,7.2,5.7,2,7.1,6,2.3,H,D
ME,2000,4/10/2000,0-2,1,12.9,10.5,3.3,10.7,9.3,2.8,H,D
ME,2000,4/10/2000,0-2,2,12.7,10.3,3.3,11.6,10.1,3.3,H,D
ME,2000,4/10/2000,0-8,1,12.8,10.3,3.5,11.1,9.6,3,H,D
MO,2000,4/10/2000,0-2,1,27.8,21.1,9.6,22,18.9,6.7,H,D
MO,2000,4/10/2000,0-2,2,30.1,23.9,8.6,23.4,20.2,6.9,H,D
MO,2000,4/10/2000,0-8,1,26.1,19.7,9.3,25.1,21.8,7,H,D
FI,2000,4/12/2000,0-2,1,7.1,5.8,1.7,5.2,4.3,2.1,H,D
FI,2000,4/12/2000,0-2,2,5.3,4.2,1.5,5.3,4.3,2.1,H,D
WI,2000,4/12/2000,0-2,1,6.5,5.2,1.7,5.8,4.9,1.8,H,D
WI,2000,4/12/2000,0-2,2,7.1,5.5,2.2,7.8,6.5,2.8,H,D
ME,2000,4/25/2000,0-2,1,3.3,2.3,1.4,3.4,2.4,2,H,D
ME,2000,4/25/2000,0-2,2,3.3,2,2.1,3.4,2.5,1.9,H,D
ME,2000,4/25/2000,0-8,1,3.4,2.2,1.8,3.5,2.6,2,H,D
MO,2000,4/25/2000,0-2,1,0.4,0.4,0,0.8,0.6,0.3,H,D
MO,2000,4/25/2000,0-2,2,0.6,0.5,0.1,0.9,0.7,0.3,H,D
MO,2000,4/25/2000,0-8,1,0.7,0.6,0.1,0.8,0.6,0.4,H,D
FI,2000,4/26/2000,0-2,1,4.2,3.9,0.3,2.9,2.4,1,H,D
FI,2000,4/26/2000,0-2,2,4.7,4,1,3.3,2.8,1.2,H,D
WI,2000,4/26/2000,0-2,1,8.3,6.5,2.5,7.3,5.9,3,H,D
WI,2000,4/26/2000,0-2,2,8.8,7.5,1.7,10.8,8.9,3.9,H,D
ME,2000,5/9/2000,0-2,1,3.3,2,2.1,3.1,1.9,2.5,H,D
ME,2000,5/9/2000,0-2,2,3.2,2,2,4.2,2.5,3.7,H,D
ME,2000,5/9/2000,0-8,1,4.6,3.1,2.3,5.3,3.3,4.2,H,D
MO,2000,5/9/2000,0-2,1,1.6,1.3,0.4,1.7,1.4,0.8,H,D
MO,2000,5/9/2000,0-2,2,1.7,1.6,0.1,1.9,1.6,0.7,H,D
MO,2000,5/9/2000,0-8,1,1.4,1.2,0.3,1.8,1.4,0.7,H,D
FI,2000,5/10/2000,0-2,1,1.8,1.5,0.4,1.9,1.7,0.6,H,D
FI,2000,5/10/2000,0-2,2,1.7,1.4,0.3,2,1.7,0.6,H,D
WI,2000,5/10/2000,0-2,1,7.1,5,3.1,9.6,7.9,3.7,H,D
WI,2000,5/10/2000,0-2,2,7.1,5.3,2.7,9.8,8,3.6,H,D
ME,2000,5/22/2000,0-2,1,0.8,0.7,0.2,1.2,0.9,0.6,H,D
ME,2000,5/22/2000,0-2,2,0.8,0.8,0.1,1.2,0.9,0.5,H,D
ME,2000,5/22/2000,0-8,1,0.7,0.6,0.2,1.1,0.8,0.5,H,D
MO,2000,5/22/2000,0-2,1,1.3,1.2,0.1,1.3,0.9,0.8,H,D
MO,2000,5/22/2000,0-2,2,1.3,1.1,0.2,1.8,1.5,0.7,H,D
MO,2000,5/22/2000,0-8,1,1.2,1,0.4,1.4,1.1,0.6,H,D
FI,2000,5/24/2000,0-2,1,1.8,1.5,0.4,2.9,2.4,1.1,H,D
FI,2000,5/24/2000,0-2,2,1.9,1.6,0.5,4.3,3.1,2.7,H,D
WI,2000,5/24/2000,0-2,1,7.5,6.4,1.3,5.8,4.6,2.5,H,D
WI,2000,5/24/2000,0-2,2,5.1,4.1,1.3,7.3,6.2,2.3,H,D
FI,2000,6/5/2000,0,1,,,,4.9,4.1,1.6,,D
FI,2000,6/5/2000,2,1,,,,5.2,4.4,1.7,,D
FI,2000,6/5/2000,4,1,,,,4.9,4.1,1.6,,D
FI,2000,6/5/2000,6,1,,,,5.1,4.3,1.8,,D
FI,2000,6/5/2000,7,1,,,,4.1,3.4,1.5,,D
FI,2000,6/5/2000,8,1,,,,3.4,2.7,1.3,,D
FI,2000,6/5/2000,9,1,,,,2.6,2.1,1,,D
FI,2000,6/5/2000,10,1,,,,3.1,2.5,1.4,,D
FI,2000,6/5/2000,12,1,,,,2.1,1.6,1.1,,D
FI,2000,6/5/2000,0-2,1,4.2,2.8,2.2,5.1,4.4,1.5,H,D
FI,2000,6/5/2000,0-2,2,4.5,3.8,1,5.6,4.9,1.5,H,D
WI,2000,6/5/2000,0,1,,,,12,10,4.2,,D
WI,2000,6/5/2000,1,1,,,,10.1,8.3,3.7,,D
WI,2000,6/5/2000,2,1,,,,9.6,7.9,3.6,,D
WI,2000,6/5/2000,0-2,1,8.8,6.5,3.4,9.6,7.9,3.6,H,D
WI,2000,6/5/2000,0-2,2,7.2,5.4,2.6,15.9,13.3,5.6,H,D
ME,2000,6/6/2000,0,1,,,,4,3.5,1.2,,D
ME,2000,6/6/2000,2,1,,,,4.5,3.9,1.4,,D
ME,2000,6/6/2000,4,1,,,,3.5,2.9,1.2,,D
ME,2000,6/6/2000,6,1,,,,3.2,2.6,1.3,,D
ME,2000,6/6/2000,8,1,,,,3.1,2.6,1.2,,D
ME,2000,6/6/2000,10,1,,,,3.1,2.4,1.4,,D
ME,2000,6/6/2000,12,1,,,,1.8,1.4,0.7,,D
ME,2000,6/6/2000,0-2,1,3.4,2.8,0.8,2.7,2.3,0.8,H,D
ME,2000,6/6/2000,0-2,2,3.4,3,0.4,3.7,3.1,1.2,H,D
ME,2000,6/6/2000,0-8,1,3.1,2.6,0.8,3.6,3,1.3,H,D
MO,2000,6/6/2000,0,1,,,,1.3,1.1,0.4,,D
MO,2000,6/6/2000,2,1,,,,1.8,1.5,0.6,,D
MO,2000,6/6/2000,4,1,,,,2.4,2.1,0.7,,D
MO,2000,6/6/2000,6,1,,,,2.2,1.9,0.7,,D
MO,2000,6/6/2000,8,1,,,,1.4,1.1,0.6,,D
MO,2000,6/6/2000,10,1,,,,0.6,0.4,0.5,,D
