"lakeid","year4","sampledate","sta","depth_range","division","taxa_name","gald","cells_per_nu","nu_per_ml","cells_per_ml","biovolume_conc","biomass_conc","relative_total_biovolume","genus"
"ME",1995,"1995-04-11",,"0-8m","Pyrrhophyta","Glenodinium quadridens ",13.2,1,175.353,175.353,158500,0.1585,6.375,"Glenodinium"
"ME",1995,"1995-04-11",,"0-8m","Pyrrhophyta","Gymnodinium sp2 ",12.1,1,109.596,109.596,36999.467,0.03699947,1.488,"Gymnodinium"
"ME",1995,"1995-04-11",,"0-8m","Pyrrhophyta","Gymnodinium sp3 ",7.7,1,677.129,677.129,61004.234,0.06100423,2.454,"Gymnodinium"
"ME",1995,"1995-04-11",,"0-8m","Pyrrhophyta","Amphidinium  ",6.6,1,312.521,312.521,16707.838,0.01670784,0.672,"Amphidinium"
"ME",1995,"1995-04-11",,"0-8m","Miscellaneous","Miscellaneous",2.75,1,2916.863,2916.863,44670.26,0.04467026,1.797,
"ME",1995,"1995-04-11",,"0-8m","Miscellaneous","Miscellaneous",4.4,1,729.216,729.216,32487.462,0.03248746,1.307,
"ME",1995,"1995-04-11",,"0-8m","Chlorophyta","Chlamydomonas inepta",6.6,1,104.174,104.174,6961.599,0.0069616,0.28,"Chlamydomonas"
"ME",1995,"1995-04-11",,"0-8m","Bacillariophyta","Achnanthes minutissima ",13.2,1,13.151,13.151,979.469,0.00097947,0.039,"Achnanthes"
"MO",1995,"1995-04-24",,"0-8m","Chrysophyta","Dinobryon divergens ",37.4,1,49.318,49.318,10159.53,0.01015953,1.597,"Dinobryon"
"MO",1995,"1995-04-24",,"0-8m","Bacillariophyta","Stephanodiscus hantzschii ",11,1,32.879,32.879,13081.567,0.01308157,2.057,"Stephanodiscus"
"MO",1995,"1995-04-24",,"0-8m","Chrysophyta","Chrysococcus minutus ",4.4,1,28.937,28.937,1289.185,0.00128919,0.203,"Chrysococcus"
"MO",1995,"1995-04-24",,"0-8m","Chrysophyta","Erkenia subaequiciliata ",4.4,1,2575.405,2575.405,114700,0.1147,18.041,"Erkenia"
"MO",1995,"1995-04-24",,"0-8m","Chlorophyta","Monoraphidium arcuatum",48.125,1,202.56,202.56,14050.078,0.01405008,2.209,"Monoraphidium"
"MO",1995,"1995-04-24",,"0-8m","Chlorophyta","Chlamydomonas globosa ",6.05,1,810.24,810.24,96165.143,0.09616514,15.121,"Chlamydomonas"
"MO",1995,"1995-04-24",,"0-8m","Chlorophyta","Selenastrum minutum ",6.6,1,28.937,28.937,544.395,0.0005444,0.086,"Selenastrum"
"MO",1995,"1995-04-24",,"0-8m","Chlorophyta","Chlorococcaceae",7.7,1,28.937,28.937,6909.226,0.00690923,1.086,
"MO",1995,"1995-04-24",,"0-8m","Chlorophyta","Lobomonas  ",7.7,1,57.874,57.874,14664.479,0.01466448,2.306,"Lobomonas"
"MO",1995,"1995-04-24",,"0-8m","Cryptophyta","Cryptomonas erosa ",16.5,1,86.811,86.811,44011.575,0.04401158,6.92,"Cryptomonas"
"MO",1995,"1995-04-24",,"0-8m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",7.425,1,1765.165,1765.165,67556.825,0.06755683,10.623,"Rhodomonas"
"MO",1995,"1995-04-24",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",209,47.5,57.874,2749.015,103400,0.1034,16.259,"Aphanizomenon"
"MO",1995,"1995-04-24",,"0-8m","Cyanophyta","Aphanocapsa elachista ",4.5,5,1609.187,8045.935,14160.846,0.01416085,2.227,"Aphanocapsa"
"MO",1995,"1995-04-24",,"0-8m","Cyanophyta","Aphanothece nidulans ",1.8,1,3218.374,3218.374,5664.338,0.00566434,0.891,"Aphanothece"
"MO",1995,"1995-04-24",,"0-8m","Cyanophyta","Merismopedia tenuissima ",4.4,4,57.874,231.496,1289.185,0.00128919,0.203,"Merismopedia"
"MO",1995,"1995-04-24",,"0-8m","Cyanophyta","Chroococcaceae",0.9,1,11264.309,11264.309,4294.709,0.00429471,0.675,
"MO",1995,"1995-04-24",,"0-8m","Cyanophyta","Synechocystis  ",2.2,1,57.874,57.874,322.296,0.0003223,0.051,"Synechocystis"
"MO",1995,"1995-04-24",,"0-8m","Pyrrhophyta","Gymnodinium sp3 ",8.8,1,16.439,16.439,2083.254,0.00208325,0.328,"Gymnodinium"
"MO",1995,"1995-04-24",,"0-8m","Miscellaneous","Miscellaneous",2.2,1,7552.592,7552.592,42059.66,0.04205966,6.613,
"MO",1995,"1995-04-24",,"0-8m","Chlorophyta","Monoraphidium capricornutum",4.4,1,115.749,115.749,1451.72,0.00145172,0.228,"Monoraphidium"
"MO",1995,"1995-04-24",,"0-8m","Chlorophyta","Chlamydomonas inepta",6.6,1,28.937,28.937,1933.777,0.00193378,0.304,"Chlamydomonas"
"MO",1995,"1995-04-24",,"0-8m","Chlorophyta","Chlamydomonas augustae ",8.25,1,231.497,231.497,76142.489,0.07614249,11.973,"Chlamydomonas"
"ME",1995,"1995-04-24",,"0-8m","Chrysophyta","Mallomonas  ",33,1,11.575,11.575,8701.999,0.008702,0.435,"Mallomonas"
"ME",1995,"1995-04-24",,"0-8m","Bacillariophyta","Nitzschia  ",33,1,11.575,11.575,957.83,0.00095783,0.048,"Nitzschia"
"ME",1995,"1995-04-24",,"0-8m","Bacillariophyta","Nitzschia acicularis ",57.75,1,23.15,23.15,3352.405,0.00335241,0.168,"Nitzschia"
"ME",1995,"1995-04-24",,"0-8m","Bacillariophyta","Stephanodiscus niagarae ",44,1,11.575,11.575,263200,0.2632,13.149,"Stephanodiscus"
"ME",1995,"1995-04-24",,"0-8m","Bacillariophyta","Stephanodiscus hantzschii ",17.6,1,231.497,231.497,336800,0.3368,16.831,"Stephanodiscus"
"ME",1995,"1995-04-24",,"0-8m","Bacillariophyta","Synedra  ",88,1,57.874,57.874,12771.066,0.01277107,0.638,"Synedra"
"ME",1995,"1995-04-24",,"0-8m","Bacillariophyta","Cyclostephanos invisitatus ",6.05,1,11667.453,11667.453,727500,0.7275,36.349,"Cyclostephanos"
"ME",1995,"1995-04-24",,"0-8m","Chrysophyta","Kephyrion sp5 ",5.5,1,11.575,11.575,1007.176,0.00100718,0.05,"Kephyrion"
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Monoraphidium arcuatum",23.1,1,69.449,69.449,1345.903,0.0013459,0.067,"Monoraphidium"
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Chlamydomonas  ",11,1,11.575,11.575,8057.406,0.00805741,0.403,"Chlamydomonas"
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Chlamydomonas globosa ",7.7,1,185.198,185.198,46926.334,0.04692633,2.345,"Chlamydomonas"
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Chlamydomonas incerta ",11.55,1,57.874,57.874,46954.535,0.04695454,2.346,"Chlamydomonas"
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Dictyosphaerium pulchellum ",13.2,4,11.575,46.3,6961.599,0.0069616,0.348,"Dictyosphaerium"
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Sphaerocystis schroeteri ",22,3,11.575,34.725,3021.527,0.00302153,0.151,"Sphaerocystis"
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Chlorococcaceae",4.4,1,92.599,92.599,4125.392,0.00412539,0.206,
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Phacotus lendneri",13.2,1,23.15,23.15,8363.236,0.00836324,0.418,"Phacotus"
"ME",1995,"1995-04-24",,"0-8m","Cryptophyta","Cryptomonas erosa ",12.65,1,92.599,92.599,23154.653,0.02315465,1.157,"Cryptomonas"
"ME",1995,"1995-04-24",,"0-8m","Cryptophyta","Rhodomonas minuta ",11.55,1,69.449,69.449,7870.992,0.00787099,0.393,"Rhodomonas"
"ME",1995,"1995-04-24",,"0-8m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",7.425,1,1828.827,1828.827,79639.303,0.0796393,3.979,"Rhodomonas"
"ME",1995,"1995-04-24",,"0-8m","Cryptophyta","Cryptomonas ovata ",27.5,1,57.874,57.874,102400,0.1024,5.115,"Cryptomonas"
"ME",1995,"1995-04-24",,"0-8m","Cyanophyta","Oscillatoria limnetica ",77,8.8,11.575,101.86,1915.66,0.00191566,0.096,"Pseudanabaena"
"ME",1995,"1995-04-24",,"0-8m","Pyrrhophyta","Glenodinium quadridens ",13.2,1,115.749,115.749,104600,0.1046,5.228,"Glenodinium"
"ME",1995,"1995-04-24",,"0-8m","Pyrrhophyta","Gymnodinium sp2 ",13.2,1,57.874,57.874,24752.352,0.02475235,1.237,"Gymnodinium"
"ME",1995,"1995-04-24",,"0-8m","Pyrrhophyta","Gymnodinium sp3 ",8.25,1,162.048,162.048,17567.294,0.01756729,0.878,"Gymnodinium"
"ME",1995,"1995-04-24",,"0-8m","Miscellaneous","Miscellaneous",3.3,1,4062.774,4062.774,89086.712,0.08908671,4.451,
"ME",1995,"1995-04-24",,"0-8m","Miscellaneous","Miscellaneous",4.95,1,1145.911,1145.911,57433.191,0.05743319,2.87,
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Deasonia gigantica",6.6,1,11.575,11.575,1740.4,0.0017404,0.087,"Deasonia"
"ME",1995,"1995-04-24",,"0-8m","Chlorophyta","Chlamydomonas inepta",7.7,1,81.024,81.024,10829.154,0.01082915,0.541,"Chlamydomonas"
"ME",1995,"1995-04-24",,"0-8m","Bacillariophyta","Achnanthes minutissima ",11,1,11.575,11.575,319.277,0.00031928,0.016,"Achnanthes"
"MO",1995,"1995-05-23",,"0-2m","Chrysophyta","Mallomonas caudata ",35.2,1,0.548,0.548,1757.746,0.00175775,1.549,"Mallomonas"
"MO",1995,"1995-05-23",,"0-2m","Bacillariophyta","Navicula sp1 ",33,1,1.096,1.096,1451.065,0.00145107,1.279,"Navicula"
"MO",1995,"1995-05-23",,"0-2m","Bacillariophyta","Cyclostephanos invisitatus ",7.333,1,2.192,2.192,290.701,0.0002907,0.256,"Cyclostephanos"
"MO",1995,"1995-05-23",,"0-2m","Chrysophyta","Ochromonas  ",11,1,0.548,0.548,61.033,6.103e-05,0.054,"Ochromonas"
"MO",1995,"1995-05-23",,"0-2m","Chlorophyta","Botryococcus braunii ",25.667,27.667,2.192,60.6461,29031.286,0.02903129,25.586,"Botryococcus"
"MO",1995,"1995-05-23",,"0-2m","Chlorophyta","Chlamydomonas globosa ",6.6,1,0.548,0.548,82.394,8.239e-05,0.073,"Chlamydomonas"
"MO",1995,"1995-05-23",,"0-2m","Chlorophyta","Oocystis parva ",38.5,28,1.096,30.688,2856.337,0.00285634,2.517,"Oocystis"
"MO",1995,"1995-05-23",,"0-2m","Chlorophyta","Scenedesmus sp2 ",6.6,2,0.548,1.096,61.835,6.184e-05,0.054,"Scenedesmus"
"MO",1995,"1995-05-23",,"0-2m","Chlorophyta","Schroederia judayi ",12.1,1,40.002,40.002,1457.666,0.00145767,1.285,"Schroederia"
"MO",1995,"1995-05-23",,"0-2m","Chlorophyta","Sphaerocystis schroeteri ",44,10,0.548,5.48,244.131,0.00024413,0.215,"Sphaerocystis"
"MO",1995,"1995-05-23",,"0-2m","Chlorophyta","Chlorococcaceae",8.8,1,1.096,1.096,390.61,0.00039061,0.344,
"MO",1995,"1995-05-23",,"0-2m","Chlorophyta","Phacotus lendneri",13.2,1,0.548,0.548,197.967,0.00019797,0.174,"Phacotus"
"MO",1995,"1995-05-23",,"0-2m","Cryptophyta","Cryptomonas sp1 ",19.25,1,19.179,19.179,13399.754,0.01339975,11.81,"Cryptomonas"
"MO",1995,"1995-05-23",,"0-2m","Cryptophyta","Cryptomonas lucens ",8.8,1,0.548,0.548,36.313,3.631e-05,0.032,"Cryptomonas"
"MO",1995,"1995-05-23",,"0-2m","Cryptophyta","Rhodomonas minuta ",11,1,4.932,4.932,330.208,0.00033021,0.291,"Rhodomonas"
"MO",1995,"1995-05-23",,"0-2m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",8.8,1,10.412,10.412,580.921,0.00058092,0.512,"Rhodomonas"
"MO",1995,"1995-05-23",,"0-2m","Cryptophyta","Cryptomonas ovata ",24.2,1,19.179,19.179,23578.377,0.02357838,20.78,"Cryptomonas"
"MO",1995,"1995-05-23",,"0-2m","Cryptophyta","Cryptomonas gracilis",19.8,1,40.55,40.55,27136.865,0.02713687,23.916,"Cryptomonas"
"MO",1995,"1995-05-23",,"0-2m","Cyanophyta","Aphanizomenon flos-aquae",159.5,36.25,1.096,39.73,1494.349,0.00149435,1.317,"Aphanizomenon"
"MO",1995,"1995-05-23",,"0-2m","Cyanophyta","Chroococcus minimus ",22,12,0.548,6.576,292.958,0.00029296,0.258,"Chroococcus"
"MO",1995,"1995-05-23",,"0-2m","Cyanophyta","Oscillatoria limnetica ",25.85,11.75,11.508,135.219,282.552,0.00028255,0.249,"Pseudanabaena"
"MO",1995,"1995-05-23",,"0-2m","Euglenophyta","Euglena  ",12.1,1,1.644,1.644,1580.231,0.00158023,1.393,"Euglena"
"MO",1995,"1995-05-23",,"0-2m","Pyrrhophyta","Peridinium  ",22,1,0.548,0.548,2410.797,0.0024108,2.125,"Peridinium"
"MO",1995,"1995-05-23",,"0-2m","Miscellaneous","Miscellaneous",2.2,1,338.564,338.564,1885.433,0.00188543,1.662,
"MO",1995,"1995-05-23",,"0-2m","Miscellaneous","Miscellaneous",4.4,1,52.087,52.087,2320.533,0.00232053,2.045,
"MO",1995,"1995-05-23",,"0-2m","Bacillariophyta","Achnanthes minutissima ",12.1,1,2.74,2.74,253.181,0.00025318,0.223,"Achnanthes"
"ME",1995,"1995-05-23",,"0-8m","Bacillariophyta","Cyclotella bodanica ",6.6,1,8.681,8.681,685.719,0.00068572,0.084,"Cyclotella"
"ME",1995,"1995-05-23",,"0-8m","Chlorophyta","Chlorococcaceae",4.4,1,17.362,17.362,773.511,0.00077351,0.094,
"ME",1995,"1995-05-23",,"0-8m","Cryptophyta","Cryptomonas erosa ",13.2,1,3.288,3.288,640.083,0.00064008,0.078,"Cryptomonas"
"ME",1995,"1995-05-23",,"0-8m","Cryptophyta","Rhodomonas minuta ",11,1,8.681,8.681,581.242,0.00058124,0.071,"Rhodomonas"
"ME",1995,"1995-05-23",,"0-8m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",8.8,1,104.174,104.174,3106.015,0.00310602,0.379,"Rhodomonas"
"ME",1995,"1995-05-23",,"0-8m","Cryptophyta","Cryptomonas ovata ",33,1,2.192,2.192,6667.534,0.00666753,0.813,"Cryptomonas"
"ME",1995,"1995-05-23",,"0-8m","Cyanophyta","Lyngbya limnetica ",81.4,37,3.288,121.656,254.211,0.00025421,0.031,"Lyngbya"
"ME",1995,"1995-05-23",,"0-8m","Cyanophyta","Oscillatoria limnetica ",35.2,8,2.192,17.536,73.286,7.329e-05,0.009,"Pseudanabaena"
"ME",1995,"1995-05-23",,"0-8m","Cyanophyta","Phormidium mucicola",15.4,7,8.681,60.767,126.985,0.00012699,0.015,"Pseudanabaena"
"ME",1995,"1995-05-23",,"0-8m","Cyanophyta","Microcystis aeruginosa ",41.008,140.92,143.57,20231.8844,749200,0.7492,91.315,"Microcystis"
"ME",1995,"1995-05-23",,"0-8m","Cyanophyta","Microcystis aeruginosa ",3.575,1,2205.01,2205.01,55641.426,0.05564143,6.782,"Microcystis"
"ME",1995,"1995-05-23",,"0-8m","Miscellaneous","Miscellaneous",2.2,1,208.347,208.347,2266.145,0.00226615,0.276,
"ME",1995,"1995-05-23",,"0-8m","Chlorophyta","Chlamydomonas inepta",8.8,1,1.096,1.096,97.653,9.765e-05,0.012,"Chlamydomonas"
"ME",1995,"1995-05-23",,"0-8m","Bacillariophyta","Achnanthes minutissima ",11,1,5.48,5.48,340.093,0.00034009,0.041,"Achnanthes"
"MO",1995,"1995-06-06",,"0-2m","Bacillariophyta","Cyclotella bodanica ",33,1,2.192,2.192,21642.299,0.0216423,4.714,"Cyclotella"
"MO",1995,"1995-06-06",,"0-2m","Chlorophyta","Oocystis parva ",17.6,4.5,4.384,19.728,5566.195,0.0055662,1.213,"Oocystis"
"MO",1995,"1995-06-06",,"0-2m","Chlorophyta","Oocystis pusilla ",6.6,4,17.362,69.448,217.55,0.00021755,0.047,"Oocystis"
"MO",1995,"1995-06-06",,"0-2m","Chlorophyta","Schroederia judayi ",12.65,1,1111.186,1111.186,15107.418,0.01510742,3.291,"Schroederia"
"MO",1995,"1995-06-06",,"0-2m","Chlorophyta","Chlorococcaceae",4.4,1,17.362,17.362,773.511,0.00077351,0.168,
"MO",1995,"1995-06-06",,"0-2m","Cryptophyta","Cryptomonas erosa ",19.8,1,8.768,8.768,5760.75,0.00576075,1.255,"Cryptomonas"
"MO",1995,"1995-06-06",,"0-2m","Cryptophyta","Rhodomonas minuta ",11,1,34.725,34.725,2324.97,0.00232497,0.506,"Rhodomonas"
"MO",1995,"1995-06-06",,"0-2m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",7.975,1,190.985,190.985,6485.243,0.00648524,1.413,"Rhodomonas"
"MO",1995,"1995-06-06",,"0-2m","Cryptophyta","Cryptomonas ovata ",32.267,1,8.768,8.768,28801.114,0.02880111,6.274,"Cryptomonas"
"MO",1995,"1995-06-06",,"0-2m","Cyanophyta","Anabaena flos-aquae ",77,31,4.384,135.904,6347.416,0.00634742,1.383,"Anabaena"
"MO",1995,"1995-06-06",,"0-2m","Cyanophyta","Aphanizomenon flos-aquae",148.5,33.75,127.131,4290.6713,161400,0.1614,35.157,"Aphanizomenon"
"MO",1995,"1995-06-06",,"0-2m","Cyanophyta","Chroococcus minimus ",33,12,2.192,26.304,1171.831,0.00117183,0.255,"Chroococcus"
"MO",1995,"1995-06-06",,"0-2m","Cyanophyta","Oscillatoria limnetica ",29.7,9,34.725,312.525,2204.097,0.0022041,0.48,"Pseudanabaena"
"MO",1995,"1995-06-06",,"0-2m","Cyanophyta","Synechocystis  ",3.3,1,34.725,34.725,652.65,0.00065265,0.142,"Synechocystis"
"MO",1995,"1995-06-06",,"0-2m","Miscellaneous","Miscellaneous",1.925,1,468.782,468.782,1855.973,0.00185597,0.404,
"MO",1995,"1995-06-06",,"0-2m","Chlorophyta","Schizochlamys compacta ",25.025,16,83.293,1332.688,198800,0.1988,43.297,"Schizochlamys"
"ME",1995,"1995-06-06",,"0-8m","Chrysophyta","Mallomonas caudata ",35.2,1,0.539,0.539,1728.93,0.00172893,0.809,"Mallomonas"
"ME",1995,"1995-06-06",,"0-8m","Bacillariophyta","Nitzschia  ",39.6,1,0.539,0.539,856.366,0.00085637,0.401,"Nitzschia"
"ME",1995,"1995-06-06",,"0-8m","Chlorophyta","Schroederia judayi ",15.95,1,946.244,946.244,10709.875,0.01070988,5.014,"Schroederia"
"ME",1995,"1995-06-06",,"0-8m","Chlorophyta","Chlorococcaceae",4.4,1,8.681,8.681,386.755,0.00038676,0.181,
"ME",1995,"1995-06-06",,"0-8m","Cryptophyta","Cryptomonas erosa ",16.5,1,20.482,20.482,8085.569,0.00808557,3.785,"Cryptomonas"
"ME",1995,"1995-06-06",,"0-8m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",6.6,1,43.406,43.406,1021.715,0.00102172,0.478,"Rhodomonas"
"ME",1995,"1995-06-06",,"0-8m","Cryptophyta","Cryptomonas ovata ",29.7,1,19.943,19.943,46589.669,0.04658967,21.811,"Cryptomonas"
"ME",1995,"1995-06-06",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",141.114,32.071,7.546,242.0078,9891.37,0.00989137,4.631,"Aphanizomenon"
"ME",1995,"1995-06-06",,"0-8m","Cyanophyta","Chroococcus limneticus ",26.4,25,0.539,13.475,600.323,0.00060032,0.281,"Chroococcus"
"ME",1995,"1995-06-06",,"0-8m","Cyanophyta","Phormidium mucicola",28.6,6.5,0.539,3.5035,58.569,5.857e-05,0.027,"Pseudanabaena"
"ME",1995,"1995-06-06",,"0-8m","Cyanophyta","Microcystis aeruginosa ",78.65,130.625,8.085,1056.1031,47050.32,0.04705032,22.027,"Microcystis"
"ME",1995,"1995-06-06",,"0-8m","Cyanophyta","Microcystis aeruginosa ",4.4,1,364.608,364.608,16243.731,0.01624373,7.605,"Microcystis"
"ME",1995,"1995-06-06",,"0-8m","Miscellaneous","Miscellaneous",2.2,1,546.912,546.912,3045.7,0.0030457,1.426,
"ME",1995,"1995-06-06",,"0-8m","Miscellaneous","Miscellaneous",4.125,1,104.174,104.174,1359.687,0.00135969,0.637,
"ME",1995,"1995-06-06",,"0-8m","Chlorophyta","Deasonia gigantica",24.2,1,0.539,0.539,3001.615,0.00300162,1.405,"Deasonia"
"ME",1995,"1995-06-06",,"0-8m","Chlorophyta","Schizochlamys compacta ",31.35,12,3.773,45.276,62781.786,0.06278179,29.392,"Schizochlamys"
"ME",1995,"1995-06-06",,"0-8m","Bacillariophyta","Achnanthes minutissima ",8.8,1,8.681,8.681,191.566,0.00019157,0.09,"Achnanthes"
"MO",1995,"1995-06-20",,"0-2m","Chlorophyta","Oocystis parva ",22.733,3.667,26.303,96.4531,9179.34,0.00917934,0.337,"Oocystis"
"MO",1995,"1995-06-20",,"0-2m","Chlorophyta","Schroederia judayi ",12.1,1,17.535,17.535,638.977,0.00063898,0.023,"Schroederia"
"MO",1995,"1995-06-20",,"0-2m","Chlorophyta","Chlorococcaceae",4.4,1,34.725,34.725,1547.022,0.00154702,0.057,
"MO",1995,"1995-06-20",,"0-2m","Cryptophyta","Rhodomonas minuta ",8.8,1,69.449,69.449,3874.95,0.00387495,0.142,"Rhodomonas"
"MO",1995,"1995-06-20",,"0-2m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",8.8,1,8.768,8.768,489.196,0.0004892,0.018,"Rhodomonas"
"MO",1995,"1995-06-20",,"0-2m","Cryptophyta","Cryptomonas ovata ",29.7,1,17.535,17.535,42885.581,0.04288558,1.574,"Cryptomonas"
"MO",1995,"1995-06-20",,"0-2m","Cyanophyta","Anabaena flos-aquae ",45.1,16,17.535,280.56,10546.476,0.01054648,0.387,"Anabaena"
"MO",1995,"1995-06-20",,"0-2m","Cyanophyta","Aphanizomenon flos-aquae",112.75,25.625,2542.622,65154.6888,2451000,2.451,89.974,"Aphanizomenon"
"MO",1995,"1995-06-20",,"0-2m","Cyanophyta","Aphanocapsa delicatissima ",33,30,34.725,1041.75,230.224,0.00023022,0.008,"Aphanocapsa"
"MO",1995,"1995-06-20",,"0-2m","Cyanophyta","Oscillatoria limnetica ",33.733,7.667,157.818,1209.9906,20226.961,0.02022696,0.743,"Pseudanabaena"
"MO",1995,"1995-06-20",,"0-2m","Cyanophyta","Microcystis aeruginosa ",44,42.75,43.838,1874.0745,83492.931,0.08349293,3.065,"Microcystis"
"MO",1995,"1995-06-20",,"0-2m","Cyanophyta","Microcystis aeruginosa ",4.4,1,1770.953,1770.953,78898.122,0.07889812,2.897,"Microcystis"
"MO",1995,"1995-06-20",,"0-2m","Miscellaneous","Miscellaneous",2.2,1,729.216,729.216,4060.933,0.00406093,0.149,
"MO",1995,"1995-06-20",,"0-2m","Chlorophyta","Schizochlamys compacta ",27.5,4.5,17.535,78.9075,15477.929,0.01547793,0.568,"Schizochlamys"
"MO",1995,"1995-06-20",,"0-2m","Bacillariophyta","Achnanthes minutissima ",8.8,1,69.449,69.449,1532.528,0.00153253,0.056,"Achnanthes"
"ME",1995,"1995-06-20",,"0-8m","Chlorophyta","Oocystis parva ",6.6,2,3.131,6.262,235.412,0.00023541,0.018,"Oocystis"
"ME",1995,"1995-06-20",,"0-8m","Chlorophyta","Schroederia judayi ",12.65,1,396.852,396.852,2227.586,0.00222759,0.166,"Schroederia"
"ME",1995,"1995-06-20",,"0-8m","Cryptophyta","Cryptomonas erosa ",16.5,1,9.394,9.394,3708.419,0.00370842,0.276,"Cryptomonas"
"ME",1995,"1995-06-20",,"0-8m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",7.333,1,248.033,248.033,7366.441,0.00736644,0.549,"Rhodomonas"
"ME",1995,"1995-06-20",,"0-8m","Cryptophyta","Cryptomonas ovata ",30.8,1,6.263,6.263,15488.435,0.01548844,1.154,"Cryptomonas"
"ME",1995,"1995-06-20",,"0-8m","Cyanophyta","Anabaena flos-aquae ",57.2,74,59.495,4402.63,292900,0.2929,21.829,"Anabaena"
"ME",1995,"1995-06-20",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",135.163,20.475,319.393,6539.5717,655900,0.6559,48.888,"Aphanizomenon"
"ME",1995,"1995-06-20",,"0-8m","Cyanophyta","Aphanocapsa delicatissima ",22,100,24.803,2480.3,548.152,0.00054815,0.041,"Aphanocapsa"
"ME",1995,"1995-06-20",,"0-8m","Cyanophyta","Microcystis aeruginosa ",66,50,6.263,313.15,5885.31,0.00588531,0.439,"Microcystis"
"ME",1995,"1995-06-20",,"0-8m","Miscellaneous","Miscellaneous",2.2,1,744.098,744.098,4143.809,0.00414381,0.309,
"ME",1995,"1995-06-20",,"0-8m","Chlorophyta","Schizochlamys compacta ",16.317,7.25,1142.928,8286.228,351300,0.3513,26.185,"Schizochlamys"
"ME",1995,"1995-06-20",,"0-8m","Bacillariophyta","Achnanthes minutissima ",13.933,1,18.788,18.788,1960.665,0.00196067,0.146,"Achnanthes"
"MO",1995,"1995-07-06",,"0-2m","Bacillariophyta","Cocconeis placentula ",15.4,1,8.768,8.768,2872.815,0.00287282,0.065,"Cocconeis"
"MO",1995,"1995-07-06",,"0-2m","Chlorophyta","Schroederia judayi ",22,1,104.174,104.174,2453.997,0.002454,0.056,"Schroederia"
"MO",1995,"1995-07-06",,"0-2m","Chlorophyta","Sphaerocystis schroeteri ",176,60,7.736,464.16,69792.853,0.06979285,1.583,"Sphaerocystis"
"MO",1995,"1995-07-06",,"0-2m","Chlorophyta","Phacotus lendneri",17.6,1,8.768,8.768,7508.081,0.00750808,0.17,"Phacotus"
"MO",1995,"1995-07-06",,"0-2m","Cryptophyta","Cryptomonas erosa ",17.6,1,8.768,8.768,4045.959,0.00404596,0.092,"Cryptomonas"
"MO",1995,"1995-07-06",,"0-2m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",8.8,1,729.216,729.216,31214.538,0.03121454,0.708,"Rhodomonas"
"MO",1995,"1995-07-06",,"0-2m","Cyanophyta","Anabaena flos-aquae ",55.44,31.6,96.444,3047.6304,181100,0.1811,4.109,"Anabaena"
"MO",1995,"1995-07-06",,"0-2m","Cyanophyta","Aphanizomenon flos-aquae",137.5,31.333,2463.713,77195.5194,2904000,2.904,65.876,"Aphanizomenon"
"MO",1995,"1995-07-06",,"0-2m","Cyanophyta","Aphanizomenon flos-aquae ",187,385,17.535,6750.975,253900,0.2539,5.761,"Aphanizomenon"
"MO",1995,"1995-07-06",,"0-2m","Cyanophyta","Aphanothece nidulans ",18.15,21.5,1250.084,26876.806,47303.187,0.04730319,1.073,"Aphanothece"
"MO",1995,"1995-07-06",,"0-2m","Cyanophyta","Oscillatoria limnetica ",49.5,11.25,885.534,9962.2575,166500,0.1665,3.778,"Pseudanabaena"
"MO",1995,"1995-07-06",,"0-2m","Cyanophyta","Microcystis aeruginosa ",37.033,28.5,526.06,14992.71,521200,0.5212,11.824,"Microcystis"
"MO",1995,"1995-07-06",,"0-2m","Cyanophyta","Microcystis aeruginosa ",3.85,1,6042.074,6042.074,191400,0.1914,4.342,"Microcystis"
"MO",1995,"1995-07-06",,"0-2m","Pyrrhophyta","Gymnodinium sp3 ",8.8,1,104.174,104.174,13201.254,0.01320125,0.3,"Gymnodinium"
"MO",1995,"1995-07-06",,"0-2m","Miscellaneous","Miscellaneous",2.2,1,1041.737,1041.737,5801.332,0.00580133,0.132,
"MO",1995,"1995-07-06",,"0-2m","Miscellaneous","Miscellaneous",4.4,1,208.347,208.347,2320.533,0.00232053,0.053,
